Source,Term_ID,Term,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,adj_p_value,-log10(adj_p),hits,Category
GO:BP,GO:0032725,positive regulation of granulocyte macrophage colony-stimulating factor production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of granulocyte macrophage colony-stimulating factor production."" [GOC:mah]",14,10,1,21026,0.1,0.07142857142857142,query_1,"['GO:0001819', 'GO:0032604', 'GO:0032645', 'GO:0051247']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032720,negative regulation of tumor necrosis factor production,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of tumor necrosis factor production."" [GOC:mah, PMID:10891884, PMID:15560120]",62,10,1,21026,0.1,0.016129032258064516,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903556']",['PTPN6'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0042180,ketone metabolic process,1.0,False,"""The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:jl, ISBN:0787650153]",213,10,1,21026,0.1,0.004694835680751174,query_1,['GO:0008152'],['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0042221,response to chemical,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3909,10,6,21026,0.6,0.0015349194167306216,query_1,['GO:0050896'],"['XAF1', 'PTPN6', 'IFIH1', 'IL1B', 'NFKB2', 'CD40']","[['IDA'], ['TAS'], ['IMP', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA']]",1.0,-0.0,6,Other
GO:BP,GO:0042304,regulation of fatty acid biosynthetic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils."" [GOC:go_curators, GOC:jl]",45,10,1,21026,0.1,0.022222222222222223,query_1,"['GO:0006633', 'GO:0019217', 'GO:0046890']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0046328,regulation of JNK cascade,1.0,False,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]",140,10,1,21026,0.1,0.007142857142857143,query_1,"['GO:0007254', 'GO:0043408']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0046209,nitric oxide metabolic process,1.0,False,"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",81,10,1,21026,0.1,0.012345679012345678,query_1,['GO:2001057'],['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,1.0,False,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1256,10,3,21026,0.3,0.0023885350318471337,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']","['IL1B', 'NFKB2', 'CD40']","[['IEA'], ['IDA', 'IBA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",560,10,2,21026,0.2,0.0035714285714285713,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']","['IL1B', 'CD40']","[['IDA', 'NAS'], ['IMP', 'IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",304,10,2,21026,0.2,0.006578947368421052,query_1,"['GO:0006796', 'GO:0010563', 'GO:0019220']","['PTPN6', 'IL1B']","[['IMP', 'IEA'], ['ISS']]",1.0,-0.0,2,Other
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,1.0,False,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2036,10,3,21026,0.3,0.0014734774066797642,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']","['IL1B', 'NFKB2', 'CD40']","[['IDA', 'IEA'], ['IDA', 'IBA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0045923,positive regulation of fatty acid metabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."" [GOC:go_curators]",39,10,1,21026,0.1,0.02564102564102564,query_1,"['GO:0006631', 'GO:0019217', 'GO:0045834', 'GO:0062013']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0045917,positive regulation of complement activation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of complement activation."" [GOC:go_curators]",5,10,1,21026,0.1,0.2,query_1,"['GO:0002699', 'GO:0002922', 'GO:0006956', 'GO:0030449']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0045911,positive regulation of DNA recombination,1.0,False,"""Any process that activates or increases the frequency, rate or extent of DNA recombination."" [GOC:go_curators]",78,10,1,21026,0.1,0.01282051282051282,query_1,"['GO:0000018', 'GO:0006310', 'GO:0051054']",['CD40'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,1.0,False,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1697,10,3,21026,0.3,0.0017678255745433118,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']","['IL1B', 'NFKB2', 'CD40']","[['IDA', 'IEA'], ['IDA', 'IBA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0045862,positive regulation of proteolysis,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]",218,10,1,21026,0.1,0.0045871559633027525,query_1,"['GO:0006508', 'GO:0030162', 'GO:0051247']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0045860,positive regulation of protein kinase activity,1.0,False,"""Any process that activates or increases the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]",239,10,2,21026,0.2,0.008368200836820083,query_1,"['GO:0001934', 'GO:0033674', 'GO:0045859']","['IL1B', 'CD40']","[['IDA'], ['IMP']]",1.0,-0.0,2,Other
GO:BP,GO:0045859,regulation of protein kinase activity,1.0,False,"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]",402,10,2,21026,0.2,0.004975124378109453,query_1,"['GO:0001932', 'GO:0043549']","['IL1B', 'CD40']","[['IDA', 'ISS'], ['IMP']]",1.0,-0.0,2,Other
GO:BP,GO:0045840,positive regulation of mitotic nuclear division,1.0,False,"""Any process that activates or increases the frequency, rate or extent of mitosis."" [GOC:go_curators]",47,10,1,21026,0.1,0.02127659574468085,query_1,"['GO:0007088', 'GO:0051785', 'GO:0090068', 'GO:0140014']",['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0045834,positive regulation of lipid metabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]",129,10,1,21026,0.1,0.007751937984496124,query_1,"['GO:0006629', 'GO:0009893', 'GO:0019216']",['IL1B'],"[['IGI', 'ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0045833,negative regulation of lipid metabolic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]",100,10,1,21026,0.1,0.01,query_1,"['GO:0006629', 'GO:0009892', 'GO:0019216']",['IL1B'],"[['IDA', 'ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0045830,positive regulation of isotype switching,1.0,False,"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]",30,10,1,21026,0.1,0.03333333333333333,query_1,"['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']",['CD40'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0045824,negative regulation of innate immune response,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the innate immune response."" [GOC:go_curators]",88,10,1,21026,0.1,0.011363636363636364,query_1,"['GO:0002832', 'GO:0031348', 'GO:0032102', 'GO:0045087', 'GO:0045088', 'GO:0050777']",['PTPN6'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0045787,positive regulation of cell cycle,1.0,False,"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]",351,10,1,21026,0.1,0.002849002849002849,query_1,"['GO:0007049', 'GO:0048522', 'GO:0051726']",['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0045785,positive regulation of cell adhesion,1.0,False,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",488,10,2,21026,0.2,0.004098360655737705,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']","['PTPN6', 'IL1B']","[['TAS', 'IEA'], ['IDA', 'IBA', 'NAS']]",1.0,-0.0,2,Other
GO:BP,GO:0045766,positive regulation of angiogenesis,1.0,False,"""Any process that activates or increases angiogenesis."" [GOC:go_curators]",166,10,2,21026,0.2,0.012048192771084338,query_1,"['GO:0001525', 'GO:0045765', 'GO:1904018']","['IL1B', 'CD40']","[['IDA', 'ISS', 'IEA'], ['IMP', 'IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0045732,positive regulation of protein catabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]",209,10,1,21026,0.1,0.004784688995215311,query_1,"['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0045723,positive regulation of fatty acid biosynthetic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids."" [GOC:go_curators]",22,10,1,21026,0.1,0.045454545454545456,query_1,"['GO:0006633', 'GO:0042304', 'GO:0045923', 'GO:0046889']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0045619,regulation of lymphocyte differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",221,10,1,21026,0.1,0.004524886877828055,query_1,"['GO:0030098', 'GO:0051249', 'GO:1902105']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0045601,regulation of endothelial cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0030856', 'GO:0045446']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0045597,positive regulation of cell differentiation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",879,10,1,21026,0.1,0.0011376564277588168,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']",['IL1B'],"[['IDA', 'IGI']]",1.0,-0.0,1,Other
GO:BP,GO:0045596,negative regulation of cell differentiation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",671,10,1,21026,0.1,0.0014903129657228018,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']",['IL1B'],[['TAS']],1.0,-0.0,1,Other
GO:BP,GO:0045595,regulation of cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1576,10,2,21026,0.2,0.0012690355329949238,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']","['PTPN6', 'IL1B']","[['IEA'], ['IDA', 'IGI', 'ISS', 'TAS']]",1.0,-0.0,2,Other
GO:BP,GO:0045577,regulation of B cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of B cell differentiation."" [GOC:go_curators]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0030183', 'GO:0045619', 'GO:0050864']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0046330,positive regulation of JNK cascade,1.0,False,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]",97,10,1,21026,0.1,0.010309278350515464,query_1,"['GO:0007254', 'GO:0043410', 'GO:0046328']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0045576,mast cell activation,1.0,False,"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:mgi_curators, ISBN:0781735149]",73,10,1,21026,0.1,0.0136986301369863,query_1,['GO:0002274'],['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0046394,carboxylic acid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",320,10,1,21026,0.1,0.003125,query_1,"['GO:0016053', 'GO:0019752']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0046457,prostanoid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of prostanoids, any compound based on or derived from the prostanoate structure."" [GOC:ai]",30,10,1,21026,0.1,0.03333333333333333,query_1,"['GO:0006636', 'GO:0006692', 'GO:0046456']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0048523,negative regulation of cellular process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,10,4,21026,0.4,0.0007106057914372002,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']","['SERPINB2', 'XAF1', 'PTPN6', 'IL1B']","[['TAS', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA']]",1.0,-0.0,4,Other
GO:BP,GO:0048522,positive regulation of cellular process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5920,10,6,21026,0.6,0.0010135135135135136,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']","['PTPN6', 'IFIH1', 'IL1B', 'NFKB2', 'CD40', 'LTB']","[['IMP', 'TAS', 'IEA'], ['IDA', 'IMP', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IEP', 'IEA'], ['ISS', 'IBA', 'IEA']]",1.0,-0.0,6,Other
GO:BP,GO:0048519,negative regulation of biological process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,10,5,21026,0.5,0.0008570449091532396,query_1,"['GO:0008150', 'GO:0050789']","['SERPINB2', 'XAF1', 'PTPN6', 'IFIH1', 'IL1B']","[['TAS', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IDA'], ['IDA', 'ISS', 'TAS', 'IEA']]",1.0,-0.0,5,Other
GO:BP,GO:0048518,positive regulation of biological process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6264,10,6,21026,0.6,0.0009578544061302681,query_1,"['GO:0008150', 'GO:0050789']","['PTPN6', 'IFIH1', 'IL1B', 'NFKB2', 'CD40', 'LTB']","[['IDA', 'IMP', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IEP', 'IEA'], ['ISS', 'IBA', 'IEA']]",1.0,-0.0,6,Other
