Term_ID	Term	Source	Gene
GO:0035744	T-helper 1 cell cytokine production	GO:BP	IL1B
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	GO:BP	IL1B
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	GO:BP	CD40
GO:0035592	establishment of protein localization to extracellular region	GO:BP	IL1B
GO:0035556	intracellular signal transduction	GO:BP	PTPN6
GO:0035556	intracellular signal transduction	GO:BP	IFIH1
GO:0035556	intracellular signal transduction	GO:BP	IL1B
GO:0035556	intracellular signal transduction	GO:BP	NFKB2
GO:0035556	intracellular signal transduction	GO:BP	CD40
GO:0035556	intracellular signal transduction	GO:BP	LTB
GO:0035456	response to interferon-beta	GO:BP	XAF1
GO:0035295	tube development	GO:BP	PTPN6
GO:0035295	tube development	GO:BP	IL1B
GO:0035295	tube development	GO:BP	CD40
GO:0042176	regulation of protein catabolic process	GO:BP	IL1B
GO:0033084	regulation of immature T cell proliferation in thymus	GO:BP	IL1B
GO:0033080	immature T cell proliferation in thymus	GO:BP	IL1B
GO:0032677	regulation of interleukin-8 production	GO:BP	IL1B
GO:0032663	regulation of interleukin-2 production	GO:BP	IL1B
GO:0032649	regulation of type II interferon production	GO:BP	IL1B
GO:0032648	regulation of interferon-beta production	GO:BP	IFIH1
GO:0032647	regulation of interferon-alpha production	GO:BP	IFIH1
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	GO:BP	IL1B
GO:0032642	regulation of chemokine production	GO:BP	IL1B
GO:0032640	tumor necrosis factor production	GO:BP	PTPN6
GO:0032640	tumor necrosis factor production	GO:BP	IFIH1
GO:0032637	interleukin-8 production	GO:BP	IL1B
GO:0032623	interleukin-2 production	GO:BP	IL1B
GO:0032609	type II interferon production	GO:BP	IL1B
GO:0032608	interferon-beta production	GO:BP	IFIH1
GO:0032607	interferon-alpha production	GO:BP	IFIH1
GO:0032606	type I interferon production	GO:BP	XAF1
GO:0032606	type I interferon production	GO:BP	IFIH1
GO:0032604	granulocyte macrophage colony-stimulating factor production	GO:BP	IL1B
GO:0032602	chemokine production	GO:BP	IL1B
GO:0032502	developmental process	GO:BP	PTPN6
GO:0032502	developmental process	GO:BP	IL1B
GO:0032502	developmental process	GO:BP	NFKB2
GO:0032502	developmental process	GO:BP	CD40
GO:0032502	developmental process	GO:BP	LTB
GO:0032481	positive regulation of type I interferon production	GO:BP	IFIH1
GO:0032480	negative regulation of type I interferon production	GO:BP	XAF1
GO:0032479	regulation of type I interferon production	GO:BP	XAF1
GO:0032479	regulation of type I interferon production	GO:BP	IFIH1
GO:0032446	protein modification by small protein conjugation	GO:BP	IFIH1
GO:0032388	positive regulation of intracellular transport	GO:BP	IL1B
GO:0032386	regulation of intracellular transport	GO:BP	IL1B
GO:0032370	positive regulation of lipid transport	GO:BP	IL1B
GO:0032368	regulation of lipid transport	GO:BP	IL1B
GO:0032310	prostaglandin secretion	GO:BP	IL1B
GO:0032309	icosanoid secretion	GO:BP	IL1B
GO:0032308	positive regulation of prostaglandin secretion	GO:BP	IL1B
GO:0032306	regulation of prostaglandin secretion	GO:BP	IL1B
GO:0032680	regulation of tumor necrosis factor production	GO:BP	PTPN6
GO:0032680	regulation of tumor necrosis factor production	GO:BP	IFIH1
GO:0033083	regulation of immature T cell proliferation	GO:BP	IL1B
GO:0032715	negative regulation of interleukin-6 production	GO:BP	PTPN6
GO:0032722	positive regulation of chemokine production	GO:BP	IL1B
GO:0033079	immature T cell proliferation	GO:BP	IL1B
GO:0033077	T cell differentiation in thymus	GO:BP	IL1B
GO:0033043	regulation of organelle organization	GO:BP	IL1B
GO:0033036	macromolecule localization	GO:BP	IL1B
GO:0033007	negative regulation of mast cell activation involved in immune response	GO:BP	PTPN6
GO:0033006	regulation of mast cell activation involved in immune response	GO:BP	PTPN6
GO:0033004	negative regulation of mast cell activation	GO:BP	PTPN6
GO:0033003	regulation of mast cell activation	GO:BP	PTPN6
GO:0032946	positive regulation of mononuclear cell proliferation	GO:BP	IL1B
GO:0032946	positive regulation of mononuclear cell proliferation	GO:BP	CD40
GO:0032945	negative regulation of mononuclear cell proliferation	GO:BP	PTPN6
GO:0032940	secretion by cell	GO:BP	IL1B
GO:0032892	positive regulation of organic acid transport	GO:BP	IL1B
GO:0032890	regulation of organic acid transport	GO:BP	IL1B
GO:0032880	regulation of protein localization	GO:BP	IL1B
GO:0032879	regulation of localization	GO:BP	PTPN6
GO:0032879	regulation of localization	GO:BP	IL1B
GO:0032870	cellular response to hormone stimulus	GO:BP	IL1B
GO:0032869	cellular response to insulin stimulus	GO:BP	IL1B
GO:0032868	response to insulin	GO:BP	IL1B
GO:0032787	monocarboxylic acid metabolic process	GO:BP	IL1B
GO:0032774	RNA biosynthetic process	GO:BP	IL1B
GO:0032774	RNA biosynthetic process	GO:BP	NFKB2
GO:0032774	RNA biosynthetic process	GO:BP	CD40
GO:0032770	positive regulation of monooxygenase activity	GO:BP	IL1B
GO:0032760	positive regulation of tumor necrosis factor production	GO:BP	IFIH1
GO:0032757	positive regulation of interleukin-8 production	GO:BP	IL1B
GO:0032755	positive regulation of interleukin-6 production	GO:BP	IFIH1
GO:0032755	positive regulation of interleukin-6 production	GO:BP	IL1B
GO:0032743	positive regulation of interleukin-2 production	GO:BP	IL1B
GO:0032729	positive regulation of type II interferon production	GO:BP	IL1B
GO:0032728	positive regulation of interferon-beta production	GO:BP	IFIH1
GO:0032727	positive regulation of interferon-alpha production	GO:BP	IFIH1
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	GO:BP	IL1B
GO:0032720	negative regulation of tumor necrosis factor production	GO:BP	PTPN6
GO:0042180	ketone metabolic process	GO:BP	IL1B
GO:0042221	response to chemical	GO:BP	XAF1
GO:0042221	response to chemical	GO:BP	PTPN6
GO:0042221	response to chemical	GO:BP	IFIH1
GO:0042221	response to chemical	GO:BP	IL1B
GO:0042221	response to chemical	GO:BP	NFKB2
GO:0042221	response to chemical	GO:BP	CD40
GO:0042304	regulation of fatty acid biosynthetic process	GO:BP	IL1B
GO:0046328	regulation of JNK cascade	GO:BP	IL1B
GO:0046209	nitric oxide metabolic process	GO:BP	IL1B
GO:0045944	positive regulation of transcription by RNA polymerase II	GO:BP	IL1B
GO:0045944	positive regulation of transcription by RNA polymerase II	GO:BP	NFKB2
GO:0045944	positive regulation of transcription by RNA polymerase II	GO:BP	CD40
GO:0045937	positive regulation of phosphate metabolic process	GO:BP	IL1B
GO:0045937	positive regulation of phosphate metabolic process	GO:BP	CD40
GO:0045936	negative regulation of phosphate metabolic process	GO:BP	PTPN6
GO:0045936	negative regulation of phosphate metabolic process	GO:BP	IL1B
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	GO:BP	IL1B
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	GO:BP	NFKB2
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	GO:BP	CD40
GO:0045923	positive regulation of fatty acid metabolic process	GO:BP	IL1B
GO:0045917	positive regulation of complement activation	GO:BP	IL1B
GO:0045911	positive regulation of DNA recombination	GO:BP	CD40
GO:0045893	positive regulation of DNA-templated transcription	GO:BP	IL1B
GO:0045893	positive regulation of DNA-templated transcription	GO:BP	NFKB2
GO:0045893	positive regulation of DNA-templated transcription	GO:BP	CD40
GO:0045862	positive regulation of proteolysis	GO:BP	IL1B
GO:0045860	positive regulation of protein kinase activity	GO:BP	IL1B
GO:0045860	positive regulation of protein kinase activity	GO:BP	CD40
GO:0045859	regulation of protein kinase activity	GO:BP	IL1B
GO:0045859	regulation of protein kinase activity	GO:BP	CD40
GO:0045840	positive regulation of mitotic nuclear division	GO:BP	IL1B
GO:0045834	positive regulation of lipid metabolic process	GO:BP	IL1B
GO:0045833	negative regulation of lipid metabolic process	GO:BP	IL1B
GO:0045830	positive regulation of isotype switching	GO:BP	CD40
GO:0045824	negative regulation of innate immune response	GO:BP	PTPN6
GO:0045787	positive regulation of cell cycle	GO:BP	IL1B
GO:0045785	positive regulation of cell adhesion	GO:BP	PTPN6
GO:0045785	positive regulation of cell adhesion	GO:BP	IL1B
GO:0045766	positive regulation of angiogenesis	GO:BP	IL1B
GO:0045766	positive regulation of angiogenesis	GO:BP	CD40
GO:0045732	positive regulation of protein catabolic process	GO:BP	IL1B
GO:0045723	positive regulation of fatty acid biosynthetic process	GO:BP	IL1B
GO:0045619	regulation of lymphocyte differentiation	GO:BP	PTPN6
GO:0045601	regulation of endothelial cell differentiation	GO:BP	IL1B
GO:0045597	positive regulation of cell differentiation	GO:BP	IL1B
GO:0045596	negative regulation of cell differentiation	GO:BP	IL1B
GO:0045595	regulation of cell differentiation	GO:BP	PTPN6
GO:0045595	regulation of cell differentiation	GO:BP	IL1B
GO:0045577	regulation of B cell differentiation	GO:BP	PTPN6
GO:0046330	positive regulation of JNK cascade	GO:BP	IL1B
GO:0045576	mast cell activation	GO:BP	PTPN6
GO:0046394	carboxylic acid biosynthetic process	GO:BP	IL1B
GO:0046457	prostanoid biosynthetic process	GO:BP	IL1B
GO:0048523	negative regulation of cellular process	GO:BP	SERPINB2
GO:0048523	negative regulation of cellular process	GO:BP	XAF1
GO:0048523	negative regulation of cellular process	GO:BP	PTPN6
GO:0048523	negative regulation of cellular process	GO:BP	IL1B
GO:0048522	positive regulation of cellular process	GO:BP	PTPN6
GO:0048522	positive regulation of cellular process	GO:BP	IFIH1
GO:0048522	positive regulation of cellular process	GO:BP	IL1B
GO:0048522	positive regulation of cellular process	GO:BP	NFKB2
GO:0048522	positive regulation of cellular process	GO:BP	CD40
GO:0048522	positive regulation of cellular process	GO:BP	LTB
GO:0048519	negative regulation of biological process	GO:BP	SERPINB2
GO:0048519	negative regulation of biological process	GO:BP	XAF1
GO:0048519	negative regulation of biological process	GO:BP	PTPN6
GO:0048519	negative regulation of biological process	GO:BP	IFIH1
GO:0048519	negative regulation of biological process	GO:BP	IL1B
GO:0048518	positive regulation of biological process	GO:BP	PTPN6
GO:0048518	positive regulation of biological process	GO:BP	IFIH1
GO:0048518	positive regulation of biological process	GO:BP	IL1B
GO:0048518	positive regulation of biological process	GO:BP	NFKB2
GO:0048518	positive regulation of biological process	GO:BP	CD40
GO:0048518	positive regulation of biological process	GO:BP	LTB
GO:0048514	blood vessel morphogenesis	GO:BP	PTPN6
GO:0048514	blood vessel morphogenesis	GO:BP	IL1B
GO:0048514	blood vessel morphogenesis	GO:BP	CD40
GO:0048513	animal organ development	GO:BP	IL1B
GO:0048513	animal organ development	GO:BP	NFKB2
GO:0048513	animal organ development	GO:BP	LTB
GO:0048511	rhythmic process	GO:BP	NFKB2
GO:0048468	cell development	GO:BP	PTPN6
GO:0048468	cell development	GO:BP	IL1B
GO:0048304	positive regulation of isotype switching to IgG isotypes	GO:BP	CD40
GO:0048302	regulation of isotype switching to IgG isotypes	GO:BP	CD40
GO:0048291	isotype switching to IgG isotypes	GO:BP	CD40
GO:0048285	organelle fission	GO:BP	IL1B
GO:0048143	astrocyte activation	GO:BP	IL1B
GO:0048010	vascular endothelial growth factor receptor signaling pathway	GO:BP	IL1B
GO:0046942	carboxylic acid transport	GO:BP	IL1B
GO:0046907	intracellular transport	GO:BP	IL1B
GO:0046903	secretion	GO:BP	IL1B
GO:0046890	regulation of lipid biosynthetic process	GO:BP	IL1B
GO:0046889	positive regulation of lipid biosynthetic process	GO:BP	IL1B
GO:0046888	negative regulation of hormone secretion	GO:BP	IL1B
GO:0046883	regulation of hormone secretion	GO:BP	IL1B
GO:0046879	hormone secretion	GO:BP	IL1B
GO:0046827	positive regulation of protein export from nucleus	GO:BP	IL1B
GO:0046825	regulation of protein export from nucleus	GO:BP	IL1B
GO:0046824	positive regulation of nucleocytoplasmic transport	GO:BP	IL1B
GO:0046822	regulation of nucleocytoplasmic transport	GO:BP	IL1B
GO:0046683	response to organophosphorus	GO:BP	IL1B
GO:0046627	negative regulation of insulin receptor signaling pathway	GO:BP	IL1B
GO:0046626	regulation of insulin receptor signaling pathway	GO:BP	IL1B
GO:0046456	icosanoid biosynthetic process	GO:BP	IL1B
GO:0045446	endothelial cell differentiation	GO:BP	IL1B
GO:0045429	positive regulation of nitric oxide biosynthetic process	GO:BP	IL1B
GO:0045428	regulation of nitric oxide biosynthetic process	GO:BP	IL1B
GO:0043412	macromolecule modification	GO:BP	PTPN6
GO:0043412	macromolecule modification	GO:BP	IFIH1
GO:0043412	macromolecule modification	GO:BP	IL1B
GO:0043412	macromolecule modification	GO:BP	CD40
GO:0043410	positive regulation of MAPK cascade	GO:BP	IL1B
GO:0043410	positive regulation of MAPK cascade	GO:BP	CD40
GO:0043409	negative regulation of MAPK cascade	GO:BP	PTPN6
GO:0043409	negative regulation of MAPK cascade	GO:BP	IL1B
GO:0043408	regulation of MAPK cascade	GO:BP	PTPN6
GO:0043408	regulation of MAPK cascade	GO:BP	IL1B
GO:0043408	regulation of MAPK cascade	GO:BP	CD40
GO:0043407	negative regulation of MAP kinase activity	GO:BP	IL1B
GO:0043405	regulation of MAP kinase activity	GO:BP	IL1B
GO:0043405	regulation of MAP kinase activity	GO:BP	CD40
GO:0043331	response to dsRNA	GO:BP	IFIH1
GO:0043330	response to exogenous dsRNA	GO:BP	IFIH1
GO:0043269	regulation of monoatomic ion transport	GO:BP	PTPN6
GO:0043170	macromolecule metabolic process	GO:BP	XAF1
GO:0043170	macromolecule metabolic process	GO:BP	PTPN6
GO:0043170	macromolecule metabolic process	GO:BP	IFIH1
GO:0043170	macromolecule metabolic process	GO:BP	IL1B
GO:0043170	macromolecule metabolic process	GO:BP	NFKB2
GO:0043170	macromolecule metabolic process	GO:BP	CD40
GO:0043170	macromolecule metabolic process	GO:BP	LTB
GO:0043087	regulation of GTPase activity	GO:BP	CD40
GO:0043086	negative regulation of catalytic activity	GO:BP	IL1B
GO:0043085	positive regulation of catalytic activity	GO:BP	IL1B
GO:0043085	positive regulation of catalytic activity	GO:BP	CD40
GO:0043069	negative regulation of programmed cell death	GO:BP	SERPINB2
GO:0043069	negative regulation of programmed cell death	GO:BP	IL1B
GO:0043068	positive regulation of programmed cell death	GO:BP	CD40
GO:0043068	positive regulation of programmed cell death	GO:BP	LTB
GO:0043066	negative regulation of apoptotic process	GO:BP	SERPINB2
GO:0043066	negative regulation of apoptotic process	GO:BP	IL1B
GO:0043065	positive regulation of apoptotic process	GO:BP	CD40
GO:0043065	positive regulation of apoptotic process	GO:BP	LTB
GO:0043062	extracellular structure organization	GO:BP	NFKB2
GO:0042886	amide transport	GO:BP	IL1B
GO:0042832	defense response to protozoan	GO:BP	CD40
GO:0042742	defense response to bacterium	GO:BP	IL1B
GO:0042730	fibrinolysis	GO:BP	SERPINB2
GO:0042592	homeostatic process	GO:BP	PTPN6
GO:0042592	homeostatic process	GO:BP	IL1B
GO:0042592	homeostatic process	GO:BP	CD40
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	GO:BP	CD40
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	GO:BP	CD40
GO:0042330	taxis	GO:BP	IL1B
GO:0042327	positive regulation of phosphorylation	GO:BP	IL1B
GO:0042327	positive regulation of phosphorylation	GO:BP	CD40
GO:0042326	negative regulation of phosphorylation	GO:BP	PTPN6
GO:0042326	negative regulation of phosphorylation	GO:BP	IL1B
GO:0042325	regulation of phosphorylation	GO:BP	PTPN6
GO:0042325	regulation of phosphorylation	GO:BP	IL1B
GO:0042325	regulation of phosphorylation	GO:BP	CD40
GO:0043434	response to peptide hormone	GO:BP	IL1B
GO:0043436	oxoacid metabolic process	GO:BP	IL1B
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	GO:BP	PTPN6
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	GO:BP	CD40
GO:0043500	muscle adaptation	GO:BP	IL1B
GO:0045229	external encapsulating structure organization	GO:BP	NFKB2
GO:0045216	cell-cell junction organization	GO:BP	IL1B
GO:0045191	regulation of isotype switching	GO:BP	CD40
GO:0045190	isotype switching	GO:BP	CD40
GO:0045184	establishment of protein localization	GO:BP	IL1B
GO:0045089	positive regulation of innate immune response	GO:BP	IFIH1
GO:0045089	positive regulation of innate immune response	GO:BP	CD40
GO:0045088	regulation of innate immune response	GO:BP	PTPN6
GO:0045088	regulation of innate immune response	GO:BP	IFIH1
GO:0045088	regulation of innate immune response	GO:BP	CD40
GO:0045071	negative regulation of viral genome replication	GO:BP	IFIH1
GO:0045069	regulation of viral genome replication	GO:BP	IFIH1
GO:0044843	cell cycle G1/S phase transition	GO:BP	PTPN6
GO:0044772	mitotic cell cycle phase transition	GO:BP	PTPN6
GO:0044770	cell cycle phase transition	GO:BP	PTPN6
GO:0044706	multi-multicellular organism process	GO:BP	IL1B
GO:0044703	multi-organism reproductive process	GO:BP	IL1B
GO:0048534	hematopoietic or lymphoid organ development	GO:BP	NFKB2
GO:0048534	hematopoietic or lymphoid organ development	GO:BP	LTB
GO:0044283	small molecule biosynthetic process	GO:BP	IL1B
GO:0044238	primary metabolic process	GO:BP	PTPN6
GO:0044238	primary metabolic process	GO:BP	IFIH1
